longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,Social_Security_No
-118.5,34.03,52,1711,245,671,242,7.7572,<1H OCEAN,500001,36395
-118.5,34.03,44,2146,394,851,355,6.48,<1H OCEAN,500001,32182
-118.51,34.03,37,4072,905,1468,923,3.8571,<1H OCEAN,500001,34322
-118.52,34.02,24,7418,1755,2713,1577,5.0867,<1H OCEAN,500001,45789
-118.49,34.03,31,4949,1293,1985,1244,4.252,<1H OCEAN,436700,33127
-118.5,34.03,32,6365,1784,2767,1698,3.6451,<1H OCEAN,383300,39688
-118.5,34.02,28,5109,1482,2313,1451,3.3266,<1H OCEAN,483300,47385
-118.5,34.02,24,2924,1013,1492,943,2.775,<1H OCEAN,291700,32939
-118.5,34.02,35,2914,934,1334,870,2.9934,<1H OCEAN,350000,30893
-118.52,34.01,25,2757,738,1014,633,3.1433,<1H OCEAN,500001,39537
-118.49,34.03,32,3851,900,1456,836,4.5208,<1H OCEAN,442100,39136
-118.49,34.03,31,3155,808,1208,745,3.6769,<1H OCEAN,450000,49186
-118.49,34.02,27,4725,1185,1945,1177,4.1365,<1H OCEAN,470800,34771
-118.48,34.03,32,1793,476,1143,448,2.8981,<1H OCEAN,353600,36828
-118.49,34.02,28,2545,752,1548,679,2.9125,<1H OCEAN,475000,32737
-118.49,34.02,29,2709,799,1238,793,3.1563,<1H OCEAN,330000,33301
-118.48,34.04,47,1956,277,724,277,8.9616,<1H OCEAN,500001,47722
-118.48,34.04,49,3780,741,1435,690,4.3158,<1H OCEAN,500001,38790
-118.48,34.04,40,1395,285,610,262,3.9659,<1H OCEAN,500001,40740
-118.48,34.04,36,2539,535,979,500,3.6667,<1H OCEAN,500001,41741
-118.47,34.04,32,2909,748,1310,706,4.516,<1H OCEAN,350000,44145
-118.47,34.03,32,3024,784,1323,740,3.3889,<1H OCEAN,347900,31421
-118.48,34.03,39,1530,401,1074,375,3.5076,<1H OCEAN,381800,33826
-118.47,34.03,29,3287,882,1523,823,3.7381,<1H OCEAN,290600,39062
-118.47,34.03,31,2642,681,1303,625,3.5987,<1H OCEAN,340500,47317
-118.48,34.03,19,902,284,414,272,1.3333,<1H OCEAN,310000,31340
-118.48,34.02,22,1249,483,1106,481,2.5261,<1H OCEAN,375000,33106
-118.48,34.02,29,1585,542,1019,487,2.7072,<1H OCEAN,375000,49807
-118.49,34.02,30,2075,687,1026,592,3.1635,<1H OCEAN,366700,46802
-118.46,34.03,27,1965,631,1042,596,2.75,<1H OCEAN,327300,35969
-118.46,34.03,39,1244,283,886,284,3.125,<1H OCEAN,325000,40538
-118.46,34.03,52,523,,317,130,2.2794,<1H OCEAN,337500,38871
-118.46,34.02,29,2329,833,1953,800,2.6639,<1H OCEAN,233300,45097
-118.47,34.02,38,2163,651,1759,584,2.3382,<1H OCEAN,297500,48454
-118.48,34.02,11,72,16,150,20,2.625,<1H OCEAN,250000,34245
-118.47,34.02,35,3057,774,2223,732,2.0745,<1H OCEAN,332500,36923
-118.48,34.02,30,2027,609,1425,562,2.2917,<1H OCEAN,330800,36143
-118.48,34.02,25,1583,460,983,422,2.7019,<1H OCEAN,293800,46814
-118.49,34.02,28,1394,582,716,543,1.5132,<1H OCEAN,450000,31630
-118.49,34.01,28,651,252,333,174,1.9722,<1H OCEAN,500001,34166
-118.51,34,52,1241,502,679,459,2.3098,<1H OCEAN,500001,39598
-118.48,34.01,31,2851,804,1410,782,4.0893,<1H OCEAN,381500,37578
-118.48,34,41,2584,743,1058,668,3.2061,<1H OCEAN,370000,35830
-118.48,34.01,30,3078,954,1561,901,3.4852,<1H OCEAN,425000,46735
-118.49,34,32,3407,1071,1463,986,3.0369,<1H OCEAN,500001,47106
-118.48,34.01,31,1829,458,719,392,4.4,<1H OCEAN,353800,34059
-118.47,34,28,1259,302,668,280,4.2813,<1H OCEAN,384400,38358
-118.47,34,42,1271,301,574,312,3.1304,<1H OCEAN,340500,34375
-118.48,34,25,4149,1067,1749,1000,3.9722,<1H OCEAN,450000,36988
-118.48,34,29,1727,479,741,431,3.6121,<1H OCEAN,500000,30090
-118.48,34,52,1359,395,521,368,2.6736,<1H OCEAN,500001,31201
-118.5,33.99,22,3484,975,1268,952,3.2609,<1H OCEAN,500001,39584
-118.47,34.02,41,2136,549,986,557,2.7254,<1H OCEAN,444400,49410
-118.47,34.01,44,2175,475,1019,448,4.793,<1H OCEAN,470800,36501
-118.47,34.01,41,2704,557,1047,478,4.4211,<1H OCEAN,462900,33876
-118.48,34.01,40,2198,611,1023,567,3.755,<1H OCEAN,398300,48137
-118.47,34.01,41,752,201,482,207,2.5417,<1H OCEAN,418200,40483
-118.46,34.01,48,1640,322,664,301,4,<1H OCEAN,500001,43610
-118.46,34.01,46,1379,239,688,269,6.8901,<1H OCEAN,500001,45302
-118.47,34.01,44,2017,343,958,382,6.1014,<1H OCEAN,480100,31759
-118.47,34.01,43,1160,304,393,250,2.9167,<1H OCEAN,461100,44401
-118.47,34.01,27,1782,471,837,422,3.7727,<1H OCEAN,413000,43361
-118.45,34.02,41,2956,700,1212,645,3.4583,<1H OCEAN,421900,35620
-118.45,34.02,45,1230,201,565,219,6.3521,<1H OCEAN,493400,46504
-118.46,34.02,45,3803,970,1690,871,3.0476,<1H OCEAN,456200,38325
-118.46,34.02,46,2571,502,1225,501,6.0436,<1H OCEAN,473000,49148
-118.46,34.02,39,3599,776,1569,763,5.2571,<1H OCEAN,405400,41463
-118.37,34.03,39,213,44,138,52,2.125,<1H OCEAN,196400,37406
-118.38,34.03,44,1913,441,1295,432,3.9537,<1H OCEAN,266400,48710
-118.38,34.02,45,2098,486,1343,481,3.9615,<1H OCEAN,268600,49304
-118.39,34.02,38,2447,636,1312,574,3.5909,<1H OCEAN,279400,42286
-118.39,34.02,45,1577,421,1042,375,3.4375,<1H OCEAN,314500,42337
-118.38,34.01,18,9528,2075,3922,1920,4.7612,<1H OCEAN,304100,33804
-118.39,34.01,25,1101,285,543,294,2.3571,<1H OCEAN,340600,38632
-118.39,34.02,38,2521,647,1091,597,4.1296,<1H OCEAN,322900,39082
-118.39,34.01,35,4424,918,2101,888,3.9688,<1H OCEAN,355100,39890
-118.4,34.01,44,1494,262,618,266,5.4035,<1H OCEAN,356300,37929
-118.4,34.02,40,593,137,371,132,4.6932,<1H OCEAN,332800,40700
-118.39,34,40,1565,269,826,268,5.2035,<1H OCEAN,485700,45749
-118.39,33.99,32,2612,418,1030,402,6.603,<1H OCEAN,369200,38562
-118.39,33.99,43,612,135,402,142,5.1322,<1H OCEAN,314900,47457
-118.39,34,35,1465,386,1104,345,4.056,<1H OCEAN,339100,32180
-118.4,34,34,1816,335,872,339,4.85,<1H OCEAN,329400,33083
-118.4,34,37,1534,258,751,259,5.444,<1H OCEAN,336000,40719
-118.4,33.99,36,1280,240,704,217,5.9632,<1H OCEAN,328100,48548
-118.4,33.99,36,1225,213,591,227,5.4663,<1H OCEAN,326700,38399
-118.4,34,44,2122,385,1012,367,4.6687,<1H OCEAN,344300,44885
-118.4,34.01,48,1427,253,693,268,5.7405,<1H OCEAN,351600,30903
-118.41,34.01,44,2010,394,961,365,4.5982,<1H OCEAN,333500,44849
-118.41,34,37,1426,259,689,261,5.5284,<1H OCEAN,331000,47914
-118.41,34.01,26,2503,449,1218,426,5.3683,<1H OCEAN,500001,43924
-118.41,34.01,43,2000,529,1290,514,4.7031,<1H OCEAN,302500,31900
-118.41,34.01,33,3306,974,2475,924,2.8797,<1H OCEAN,285300,47446
-118.42,34.01,42,1700,438,997,436,2.9213,<1H OCEAN,305000,44787
-118.41,34,38,324,70,268,73,2.55,<1H OCEAN,271400,49010
-118.42,34,45,1807,355,883,371,5.0357,<1H OCEAN,329800,48497
-118.41,34,46,105,20,69,19,3.9643,<1H OCEAN,275000,49891
-118.42,34,33,1139,299,734,257,3.2708,<1H OCEAN,325000,38078
-118.43,34,37,1340,358,1008,340,3.7614,<1H OCEAN,314300,46262
-118.43,33.99,45,2092,451,1190,429,3.8021,<1H OCEAN,323000,38142
-118.44,33.99,44,305,72,156,70,5.9641,<1H OCEAN,275000,34665
-118.44,33.98,21,18132,5419,7431,4930,5.3359,<1H OCEAN,500001,33767
-118.38,33.99,21,11308,3039,5127,2839,4.6277,<1H OCEAN,228300,45790
-118.37,33.99,32,4018,564,1400,568,8.6718,<1H OCEAN,439100,40874
-118.36,33.99,35,3702,648,1449,614,5.3194,<1H OCEAN,313700,31454
-118.37,33.99,36,3228,543,1305,520,5.1695,<1H OCEAN,397000,41724
-118.38,33.98,25,7105,1012,2519,1004,6.8112,<1H OCEAN,500001,43696
-118.35,34,30,1879,226,740,266,6.431,<1H OCEAN,492500,38733
-118.35,34,46,3402,503,1389,504,5.3462,<1H OCEAN,270400,44836
-118.35,33.99,48,2741,439,1115,459,5.0514,<1H OCEAN,269100,38785
-118.36,33.99,43,2657,548,1145,524,4.1375,<1H OCEAN,287100,34531
-118.36,33.99,45,2005,368,909,364,4.6406,<1H OCEAN,268900,33915
-118.35,33.99,45,1764,401,679,334,3.2021,<1H OCEAN,222100,48972
-118.34,34,44,3183,513,1183,473,5.0407,<1H OCEAN,314900,30896
-118.34,34,49,2863,411,1108,406,5.8993,<1H OCEAN,313300,36854
-118.33,34,52,1114,169,486,176,4.2917,<1H OCEAN,247600,41794
-118.34,34,49,2465,372,1018,359,4,<1H OCEAN,296800,33919
-118.34,33.99,47,1107,199,437,178,3.7344,<1H OCEAN,179400,42604
-118.34,33.99,48,1172,205,497,190,3.825,<1H OCEAN,183000,35997
-118.35,34,40,2894,395,1063,409,6.939,<1H OCEAN,372000,36019
-118.6,34.13,20,14291,1934,5452,1875,9.1232,<1H OCEAN,472000,38933
-118.58,34.12,42,718,140,324,131,6.4018,<1H OCEAN,500001,36063
-118.59,34.11,35,2396,472,1054,457,6.4504,<1H OCEAN,407000,46281
-118.6,34.09,43,2228,438,960,395,7.6091,<1H OCEAN,438500,47795
-118.6,34.08,40,866,181,399,176,6.91,<1H OCEAN,380000,48420
-118.6,34.07,16,319,59,149,64,4.625,<1H OCEAN,433300,48711
-118.69,34.08,23,204,40,117,41,9.7646,NEAR OCEAN,500001,36789
-118.66,34.1,12,2560,365,907,366,10.076,NEAR OCEAN,500001,39662
-118.63,34.11,35,3795,690,1521,653,5.8735,<1H OCEAN,448100,35592
-118.67,34.16,17,16544,2206,6214,2118,9.1228,<1H OCEAN,500001,43160
-118.68,34.08,18,102,17,55,21,3.9934,NEAR OCEAN,500001,34950
-118.68,34.13,9,11251,1594,3029,1227,6.7273,<1H OCEAN,500001,32569
-118.76,34.13,10,4355,716,2030,674,6.5571,NEAR OCEAN,500001,36000
-118.75,34.1,34,2255,402,857,317,4.5333,NEAR OCEAN,377300,37478
-118.72,34.14,7,23866,4407,9873,4012,5.4032,NEAR OCEAN,318500,37188
-118.78,34.16,9,30405,4093,12873,3931,8.0137,NEAR OCEAN,399200,48111
-118.8,34.15,9,1143,179,647,180,6.8474,NEAR OCEAN,356700,48286
-118.75,34.17,16,2950,387,1228,379,5.3749,NEAR OCEAN,346100,32614
-118.84,34.11,12,7508,1058,2484,965,5.8788,NEAR OCEAN,500001,43837
-118.82,34.14,22,11668,1730,4054,1671,6.9935,NEAR OCEAN,385500,47582
-118.79,34.14,7,3003,504,1143,466,5.8548,NEAR OCEAN,500001,38314
-118.74,34.05,19,3487,686,2782,584,7.9184,NEAR OCEAN,500001,40501
-118.86,34.07,16,1409,244,970,172,8.0144,NEAR OCEAN,500001,43478
-118.88,34.02,19,15990,2611,5175,2173,7.7848,NEAR OCEAN,500001,46320
-118.85,34.04,21,3837,578,1509,509,8.4476,NEAR OCEAN,500001,37285
-118.78,34.05,28,1343,215,487,199,6.83,NEAR OCEAN,500001,45302
-118.58,34.06,25,4440,693,1560,636,8.8666,<1H OCEAN,500001,35230
-118.6,34.02,36,2043,467,606,326,8.4331,NEAR OCEAN,500001,34099
-118.62,34.06,25,3546,584,1530,601,7.4001,NEAR OCEAN,500001,47986
-118.66,34.02,23,8798,1465,2750,1208,8.7364,NEAR OCEAN,500001,38265
-117.76,34.71,15,2981,625,1694,540,2.9541,INLAND,106700,31369
-117.84,34.63,5,6739,1251,4614,1266,4.002,INLAND,115100,42590
-117.78,34.58,6,10263,1864,6163,1781,3.8803,INLAND,120000,47719
-117.96,34.71,32,3511,646,1733,510,3.46,INLAND,123900,40395
-118.09,34.74,34,1218,285,797,248,2.4348,INLAND,104800,34527
-118.06,34.71,14,2606,514,1228,512,2.5764,INLAND,150000,37325
-118.09,34.68,4,23386,4171,10493,3671,4.0211,INLAND,144000,40625
-118.11,34.68,6,7430,1184,3489,1115,5.3267,INLAND,140100,37110
-118.12,34.69,17,2479,390,1219,363,4.6417,INLAND,125700,31622
-118.12,34.68,12,5319,875,2439,779,4.6629,INLAND,131500,38769
-118.13,34.69,34,2156,397,1269,388,2.75,INLAND,96800,33527
-118.13,34.68,28,718,124,347,121,4.025,INLAND,102600,30753
-118.1,34.65,33,873,177,425,142,2.67,INLAND,187500,47351
-118.09,34.71,5,5807,1182,2602,1007,2.4012,INLAND,159400,48803
-118.1,34.7,5,10356,1647,4562,1427,4.9806,INLAND,141100,37894
-118.09,34.7,6,4558,804,1543,563,2.8548,INLAND,138500,44151
-118.1,34.71,16,3914,819,1524,795,2.415,INLAND,137500,32336
-118.12,34.71,26,4230,823,2789,793,2.5179,INLAND,104000,39665
-118.12,34.71,46,40,10,14,7,1.125,INLAND,225000,49005
-118.12,34.7,7,4915,885,2833,874,4.3229,INLAND,130000,45855
-118.13,34.7,34,1943,500,1078,446,1.1296,INLAND,93800,35968
-118.13,34.69,32,3670,765,1986,673,3.682,INLAND,108800,30575
-118.12,34.69,27,3019,501,1580,523,3.7804,INLAND,113500,39509
-118.14,34.68,31,2666,662,1337,602,2.4432,INLAND,101100,37657
-118.14,34.69,35,2118,374,1108,360,3.4327,INLAND,100300,30836
-118.14,34.68,33,2815,485,1447,489,4.2679,INLAND,119600,46878
-118.14,34.68,25,1703,342,775,309,4.5455,INLAND,126500,34604
-118.16,34.68,17,2994,832,1571,695,2.5902,INLAND,85400,37830
-118.15,34.69,32,1300,234,712,249,3.25,INLAND,107500,39858
-118.16,34.68,9,4303,900,2240,861,3.7807,INLAND,110900,42703
-118.15,34.67,5,12317,2953,6291,2654,3.5732,INLAND,146900,30050
-118.14,34.65,20,1257,201,551,186,4.6591,INLAND,247200,40824
-118.14,34.72,15,2181,361,1057,300,4.625,INLAND,118100,43864
-118.16,34.71,27,6007,998,2680,882,4.1719,INLAND,117200,41349
-118.15,34.71,36,1338,250,709,250,3.5625,INLAND,101400,36042
-118.14,34.71,33,2347,461,1482,374,2.8194,INLAND,93000,48691
-118.14,34.71,32,1164,248,588,270,1.1917,INLAND,86900,46549
-118.15,34.71,35,1503,309,842,300,2.5278,INLAND,97700,43049
-118.14,34.7,36,1205,317,678,290,2.0182,INLAND,98400,49367
-118.14,34.7,12,1984,614,1071,574,1.2532,INLAND,102100,30952
-118.15,34.7,36,2696,454,1192,452,3.9615,INLAND,116300,43009
-118.16,34.7,33,2918,494,1365,478,4.8787,INLAND,127700,47357
-118.16,34.69,35,3114,583,1974,545,3.9028,INLAND,126800,44949
-118.14,34.69,34,1439,327,708,298,3.2699,INLAND,100000,39797
-118.14,34.69,48,1379,327,696,304,2.1167,INLAND,94900,38982
-118.28,34.76,19,3430,601,1817,571,4.7875,INLAND,163600,30214
-118.19,34.77,16,2035,370,704,330,2.1979,INLAND,146400,32550
-118.2,34.69,5,9076,1503,7694,1278,4.875,INLAND,163400,41167
-118.17,34.69,12,4881,803,2188,724,4.1667,INLAND,171900,47857
-118.17,34.68,13,5341,773,2288,724,6.6772,INLAND,185600,35363
-118.19,34.67,8,11275,1822,5731,1692,5.0285,INLAND,167900,38661
-118.17,34.67,5,8352,1555,3723,1389,4.5659,INLAND,140300,32513
-118.19,34.65,33,1781,326,913,314,3.9963,INLAND,126800,43119
-118.17,34.66,9,1561,253,731,233,5.7049,INLAND,173200,31534
-118.22,34.67,28,2357,408,1162,384,4.3636,INLAND,179700,33329
-118.23,34.66,25,2627,387,1059,338,3.6382,INLAND,138200,48513
-118.22,34.66,17,3810,662,1867,586,4.9,INLAND,152400,41662
-118.21,34.65,17,4001,814,2313,756,3.0441,INLAND,140100,37862
-118.23,34.65,17,1827,348,766,335,3.5673,INLAND,136300,31682
-118.27,34.68,19,552,129,314,106,3.2125,INLAND,185400,36256
-118.29,34.65,18,6893,1372,2837,1221,3.3173,INLAND,218400,37593
-118.32,34.62,31,1398,273,884,299,4.8409,INLAND,264900,35005
-118.38,34.58,18,1859,375,913,372,4.3456,INLAND,148900,36466
-118.61,34.73,25,3080,587,1558,510,5.0839,INLAND,156700,45517
-118.4,34.7,10,4122,814,2164,710,4.2941,INLAND,151600,47967
-117.92,34.63,34,81,26,53,14,1.4091,INLAND,137500,42708
-117.92,34.59,7,681,125,485,104,2.7396,INLAND,125600,39537
-117.93,34.57,5,5613,1060,3569,999,3.1946,INLAND,132700,35866
-117.9,34.53,8,3484,647,2169,619,3.9766,INLAND,135800,44255
-117.96,34.53,10,2907,559,1681,531,3.8594,INLAND,141000,38924
-117.98,34.53,13,2815,535,1492,491,4.0945,INLAND,135700,46739
-118.09,34.63,31,1537,416,1239,397,1.9722,INLAND,99200,35857
-118.02,34.62,38,248,55,261,53,2.1413,INLAND,96900,31535
-118.18,34.63,19,3562,606,1677,578,4.1573,INLAND,228100,48332
-118.17,34.61,7,2465,336,978,332,7.1381,INLAND,292200,32205
-118.16,34.6,2,11008,1549,4098,1367,6.4865,INLAND,204400,44979
-118.12,34.6,33,2189,497,1459,443,2.3958,INLAND,94500,37337
-118.15,34.59,33,2111,429,1067,397,3.7344,INLAND,111400,39112
-118.16,34.6,5,7294,1139,3123,930,4.9904,INLAND,154100,44768
-118.21,34.56,12,2472,408,1048,380,4.7097,INLAND,262100,32981
-118.22,34.63,4,14348,2145,5839,1806,5.3799,INLAND,222400,39469
-118.21,34.64,16,2573,427,1273,426,5.9508,INLAND,181100,40490
-118.12,34.58,13,2614,650,1949,537,2.0547,INLAND,102600,39415
-118.13,34.58,29,2370,475,1746,483,3.7464,INLAND,113500,32469
-118.14,34.57,6,9882,1892,4892,1621,3.7636,INLAND,167600,45400
-118.12,34.56,5,6446,1154,3427,1104,3.9936,INLAND,148500,49756
-118.1,34.58,32,1489,306,774,267,3.275,INLAND,103500,33014
-118.1,34.58,29,2843,603,1517,573,2.6658,INLAND,106900,46205
-118.1,34.57,7,20377,4335,11973,3933,3.3086,INLAND,138100,33846
-118.09,34.57,4,9761,1683,4970,1535,4.5266,INLAND,142900,34208
-118.08,34.58,5,1113,186,631,168,4.1719,INLAND,146600,41534
-118.07,34.58,34,3416,601,1929,567,4.0147,INLAND,107400,32766
-118.06,34.58,36,1493,258,899,260,3.86,INLAND,109300,32348
-118.08,34.58,12,3851,857,2169,811,3.0101,INLAND,116300,48189
-118.07,34.56,5,10264,1821,5871,1790,4.2329,INLAND,145500,36597
-118.08,34.56,14,5144,887,2846,824,4.5615,INLAND,137200,30502
-118.03,34.58,4,9849,1780,4546,1598,4.0729,INLAND,154300,43538
-118.02,34.57,4,10655,1706,5391,1529,5.083,INLAND,151300,41788
-118.01,34.55,2,2701,530,1368,430,4.071,INLAND,137400,39605
-118.08,34.55,5,16181,2971,8152,2651,4.5237,INLAND,141800,39188
-118.07,34.51,14,2798,459,1236,404,4.8667,INLAND,239900,44142
-118.37,34.43,11,17339,2866,8721,2803,5.9507,INLAND,225200,34386
-118.4,34.41,22,4443,560,1573,496,10.0285,<1H OCEAN,500001,45790
-118.35,34.52,14,3490,592,1710,580,5.9171,INLAND,333300,44687
-118.22,34.52,7,4524,735,2298,717,6.5538,INLAND,311600,40671
-118.26,34.5,6,5813,908,2275,790,4.7778,INLAND,340400,31282
-118.27,34.46,10,2184,405,1119,370,4.7437,INLAND,294000,46019
-118.13,34.44,10,2726,465,1773,459,4.8295,INLAND,319100,49159
-117.89,34.49,12,3449,598,1502,540,3.7043,INLAND,150800,34251
-117.96,34.48,32,1896,342,806,299,4.5769,INLAND,159400,35498
-117.79,34.45,18,2986,597,1355,472,3.2765,INLAND,165000,41628
-118.46,34.4,12,25957,4798,10475,4490,4.542,<1H OCEAN,195300,49762
-118.5,34.45,25,1290,190,689,216,6.0097,<1H OCEAN,220200,30557
-118.5,34.52,3,6577,1056,3032,1004,5.9263,INLAND,251800,32315
-118.48,34.47,36,84,12,29,17,3.375,<1H OCEAN,187500,32162
-118.5,34.46,17,10267,,4956,1483,5.5061,<1H OCEAN,239400,42366
-118.52,34.44,26,934,148,519,162,5.3209,<1H OCEAN,185000,39724
-118.53,34.44,19,3013,507,1356,484,5.1163,<1H OCEAN,233200,33625
-118.53,34.45,26,828,149,508,158,5.2374,<1H OCEAN,185500,34522
-118.53,34.44,19,1285,195,650,193,6.0398,<1H OCEAN,217800,47360
-118.52,34.46,5,15341,2527,7270,2320,6.1281,<1H OCEAN,236200,42042
-118.53,34.45,10,5509,969,3002,959,5.5981,<1H OCEAN,220100,35239
-118.51,34.43,15,8510,1258,3733,1233,6.1082,<1H OCEAN,253700,45618
-118.46,34.42,25,2988,525,1884,513,4.7007,<1H OCEAN,169500,40983
-118.44,34.5,5,1514,220,1355,215,8.1344,INLAND,359000,45323
-118.45,34.44,16,13406,2574,7030,2440,4.6861,<1H OCEAN,187900,45789
-118.49,34.43,15,8244,1409,4453,1357,5.4829,<1H OCEAN,199600,35124
-118.49,34.42,23,4166,756,2082,743,4.4107,<1H OCEAN,213400,45086
-118.48,34.42,21,1375,259,728,258,5.0166,<1H OCEAN,229000,30757
-118.47,34.42,17,913,228,530,201,3.038,<1H OCEAN,238500,43362
-118.47,34.42,25,3223,524,1763,508,5.2887,<1H OCEAN,183000,45813
-118.43,34.42,13,3600,580,1799,576,6.2971,<1H OCEAN,218300,37107
-118.43,34.43,5,21113,4386,9842,3886,4.2037,<1H OCEAN,194600,32336
-118.55,34.44,14,15348,2366,7087,2169,6.3277,INLAND,237700,47036
-118.56,34.42,2,966,270,233,169,1.9667,<1H OCEAN,450000,48284
-118.61,34.59,5,4028,896,2062,826,4.0579,INLAND,167100,30703
-118.7,34.53,5,14275,2474,7158,2311,5.4284,INLAND,236300,38203
-118.66,34.43,9,2356,469,1556,386,3.775,INLAND,155000,35195
-118.59,34.47,5,538,98,8733,105,4.2391,INLAND,154600,47633
-118.61,34.31,4,1949,458,868,398,5.0151,<1H OCEAN,285200,45203
-118.52,34.39,21,5477,1275,3384,1222,3.6625,<1H OCEAN,228100,49795
-118.53,34.38,18,2288,607,2305,597,3.227,<1H OCEAN,136100,34806
-118.54,34.38,18,2096,309,1044,328,6.8299,<1H OCEAN,262100,49645
-118.52,34.4,5,7748,1557,4768,1393,5.305,<1H OCEAN,311200,40196
-118.53,34.37,8,3839,852,1342,593,3.9118,<1H OCEAN,333700,31811
-118.54,34.37,27,2051,301,917,287,7.6059,<1H OCEAN,323700,37613
-118.52,34.36,5,4222,712,2024,646,5.8703,<1H OCEAN,500001,43589
-118.55,34.37,21,7010,1063,3331,1038,6.776,<1H OCEAN,278100,43944
-118.56,34.37,23,3927,728,1984,707,4.8536,<1H OCEAN,202600,44402
-118.55,34.41,8,21086,3945,9936,3790,5.8602,<1H OCEAN,265100,48773
-118.55,34.38,24,6246,1028,2803,999,6.3002,<1H OCEAN,282900,41784
-118.56,34.41,4,17313,3224,6902,2707,5.6798,<1H OCEAN,320900,39223
-118.55,34.39,16,8726,1317,3789,1279,6.8419,<1H OCEAN,323300,33409
-118.61,34.38,2,5989,883,1787,613,6.6916,INLAND,329500,35291
-117.86,34.24,52,803,267,628,225,4.1932,INLAND,14999,40911
-118.12,34.23,52,433,69,147,53,3.9583,INLAND,162500,39176
-118.35,34.32,52,102,29,54,32,1.9875,<1H OCEAN,191700,32884
-118.38,34.3,39,1622,355,903,314,4.1125,<1H OCEAN,183000,40509
-118.29,34.36,34,503,99,275,68,4.5491,INLAND,375000,48654
-119.53,37.34,26,4047,702,571,199,2.3482,INLAND,179500,32101
-119.51,37.32,14,362,78,88,39,3.5893,INLAND,214300,39970
-119.56,37.29,14,2391,451,798,308,3.0924,INLAND,114600,47748
-119.45,37.21,17,3538,726,1603,629,2.9449,INLAND,95600,30207
-119.65,37.09,17,1280,254,707,267,3.55,INLAND,106300,30969
-119.59,37.39,19,3273,611,1164,481,3.5446,INLAND,106500,35978
-119.66,37.39,10,2106,410,1003,397,2.7813,INLAND,124100,32915
-119.68,37.35,13,2307,386,925,347,3.1326,INLAND,119800,38635
-119.72,37.38,16,2131,424,989,369,2.6071,INLAND,103700,48497
-119.65,37.32,11,2161,448,820,405,2.3565,INLAND,122300,30833
-119.64,37.31,15,2654,530,1267,489,2.8393,INLAND,104400,35959
-119.6,37.29,13,1722,325,712,269,2.625,INLAND,137500,42377
-119.62,37.33,7,3389,621,1268,474,3.0224,INLAND,147800,41900
-119.91,37.23,17,2171,389,1042,375,3.625,INLAND,94400,37829
-119.85,37.1,8,828,168,413,146,3.375,INLAND,80700,39775
-119.68,37.19,10,3113,589,1508,512,2.8167,INLAND,96100,40729
-119.77,37.19,8,5212,872,2383,857,4.1099,INLAND,113600,37196
-119.67,37.27,13,5087,981,2284,913,2.7413,INLAND,123100,30114
-120.31,37.11,38,1696,301,985,278,2.4054,INLAND,112500,49835
-120.35,37.04,37,1495,292,858,275,2.9306,INLAND,46300,33293
-120.25,37.04,21,1724,317,1006,290,3.2868,INLAND,91700,48992
-120.16,37.12,29,1995,392,1261,354,1.9073,INLAND,79200,43727
-120.27,37.11,18,1277,234,674,238,2.6694,INLAND,75900,40850
-120.27,37.12,42,1142,236,597,210,1.7279,INLAND,52300,31322
-120.27,37.12,36,1219,258,639,245,1.9464,INLAND,57000,47555
-120.27,37.12,17,3328,628,1580,619,2.9861,INLAND,81500,30768
-120.26,37.13,33,1239,250,648,227,2.0278,INLAND,58800,47292
-120.43,36.99,16,1027,199,673,193,2.9688,INLAND,63800,46032
-120.29,36.88,34,1391,297,943,281,2.4219,INLAND,83900,37090
-120.06,36.95,24,646,134,454,149,2.125,INLAND,61900,45514
-120.06,36.94,19,901,183,700,190,2.2375,INLAND,64300,48946
-120.04,36.93,11,3606,699,2074,644,2.6941,INLAND,63300,41082
-120.05,36.95,18,2287,534,1339,505,2.2527,INLAND,65200,45816
-120.21,36.98,21,1667,303,861,276,2.6012,INLAND,92200,38790
-120.16,36.96,18,508,104,393,114,3,INLAND,156300,49777
-120.11,36.96,17,3344,570,1624,536,3.8952,INLAND,95300,48510
-120.08,37.06,18,402,76,213,71,1.9063,INLAND,95800,48951
-120.09,37,11,3761,675,2374,673,3.4598,INLAND,74600,46125
-120.06,37.02,13,6301,1080,3840,1033,3.5258,INLAND,84900,30629
-119.94,37.04,14,1636,253,766,225,3.125,INLAND,88500,48133
-120.09,37.02,9,1608,297,1057,295,3.7143,INLAND,81600,42834
-119.95,36.96,18,1996,379,1327,356,2.6087,INLAND,96000,41302
-120.02,36.95,25,2115,482,1976,474,1.8431,INLAND,53900,40713
-119.9,36.94,11,2513,408,1360,415,4.277,INLAND,98500,35915
-119.85,36.97,13,2872,477,1607,481,4.475,INLAND,102400,46343
-119.88,36.93,12,3174,520,1590,488,4.5347,INLAND,101200,37241
-119.87,36.93,13,1429,209,702,205,4.3625,INLAND,111800,30140
